class_number,title,url,platform,notes
154,Jump and strength.,https://www.facebook.com/reel/514726584809971?mibextid=rS40aB7S9Ucbxw6v,Facebook,
154,Power methoods.,https://youtu.be/kD156KkAvXw,YouTube,
154,Strength and jump.,https://www.facebook.com/100092573840476/videos/1323072412392502/?mibextid=rS40aB7S9Ucbxw6v,Facebook,
153,Los 4 puntos.,https://www.facebook.com/reel/1058729835989855/?mibextid=rS40aB7S9Ucbxw6v,Facebook,
153,Endurecimiento de codos.,https://youtu.be/Rq_eHJu24Ac?si=Qk7j7HnEXPmhR5Fm,YouTube,
153,Bagua imperial.,https://youtu.be/_8mK-rQcL6A?si=MBvPNXLcft0lLJQD,YouTube,
153,Short.,https://www.facebook.com/share/r/UcxDHABehEDHpwDg/?mibextid=rS40aB7S9Ucbxw6v,Facebook,
152,Tai chi de los 5 elementos para el sistema inmunologico..,https://youtu.be/EHP5OhKeD8s?si=nC2pe3p2BDwYprHK,YouTube,
152,El secreto.,https://youtu.be/jatpl9ebpM4?si=UlxGZpJcW37wqHye,YouTube,
152,Tai chi. Las 5 palmas.,https://youtu.be/NtT73vxC5fQ?si=_QTvFEoet9FqpWFr,YouTube,
152,Tai chi music.,https://youtu.be/2vQ_AFdfM_s?si=tqaXeh9m0T0U6InK,YouTube,
152,Estilo yang.,https://youtu.be/pNHjMRwSQiE?si=i4uJHImfU2LX48IF,YouTube,
152,Tai chi 18 movimientos. Estilo chen.,https://www.facebook.com/share/v/Yr2rzZMyYiqvYkyz/,Facebook,
151,Tai chi 48 formas..,https://youtu.be/SM_HmrAm9_4?si=pdbELUFmne74nWSe,YouTube,
151,Tao lu.,https://youtu.be/69ubqovc8L0?si=Nji1-vFhH-JQTvDl,YouTube,
151,42 Fallin.,https://youtube.com/playlist?list=PLHq6LYd1mbR9pdK9YHtmvnumayfA4UCcz&si=-KpEKFMj3Mj33Tgt,YouTube Playlist,
151,Assasins mixta.,https://www.facebook.com/reel/1012163783928728/?mibextid=rS40aB7S9Ucbxw6v,Facebook,
151,Kata despacito.,https://www.facebook.com/reel/906397291204036?mibextid=rS40aB7S9Ucbxw6v,Facebook,
151,Lo esencial. Primeras 6 líneas.,https://youtu.be/_8mK-rQcL6A?si=X_ce09YVaw5Ij7T0,YouTube,
151,Segundas 6 líneas.,https://youtu.be/58EGj4dqqqU?si=EakziWzGB4xYWv89,YouTube,
151,Pikua tecniques.,https://youtu.be/PzsEqXXxxLA?si=0NL2PqcQ3H-GECid,YouTube,
151,Posturas del wu shu.,https://youtu.be/N2k7nvFQgHw,YouTube,
151,13 posiciones.,https://youtu.be/EGc4yIwVQmA?si=OJ_WcORGWShEG57I,YouTube,
151,Puño de cañón de los 3 emperadores.,https://youtube.com/shorts/JWG8RsxFVjI?si=3Pod6UasJKYF1Dx9,YouTube Shorts,
151,Garra de tigre de los 3 emperadores.,https://youtu.be/7eJyZciEhh0?si=aFwhKDMJXVnq32VL,YouTube,
151,Long panda.,https://youtube.com/shorts/2XyHDvBrSc8?si=si77txvoDqQ43Sbu,YouTube Shorts,
151,Long fist.,https://youtube.com/shorts/0fRlhPshqp0?si=ljH44891GmEGitkb,YouTube Shorts,
151,Fanzy Quan.,https://youtu.be/Rf6oeowQD24?si=vvhgg9IINfPGE7Qi,YouTube,
151,Nan quan.,https://youtu.be/-JYA-0lMDas?si=jA8QZsKWfTJc8qEF,YouTube,
151,Agulila.,https://www.facebook.com/share/r/Yy5i6FUV1EoCKD9E/,Facebook,
151,Daily routine.,https://youtu.be/a2_lp2lvNcY?si=zaTsPX3TTlEA5ASF,YouTube,
150,Baiji practice.,https://youtu.be/HmxgSnNJzL0?si=4067gIayEckLL_Xr,YouTube,
150,Baiji.,https://www.facebook.com/share/r/FpsUdC4zg1BMxgvS/,Facebook,
150,Escorpiones.,https://www.facebook.com/share/r/cQbjVcEaBPTqcpmt/?mibextid=rS40aB7S9Ucbxw6v,Facebook,
150,Longevity exersises.,https://youtu.be/-5h14Nn8IJM?si=wADa8xyAS8bUw1JE,YouTube,
150,Intercepting the atack.,https://youtu.be/gTJn31Rl9ts?si=ZzSefvasxjmSSXw2,YouTube,
150,Kun fu militar.,https://youtube.com/shorts/sp2_DvcBpds?si=Gw3bx3hzheJbU-Fx,YouTube Shorts,
150,Tai chi warrior.,https://www.facebook.com/reel/1061072961950653?mibextid=rS40aB7S9Ucbxw6v,Facebook,
150,Puntos vulnerables.,https://www.facebook.com/reel/1004965664760795?mibextid=rS40aB7S9Ucbxw6v,Facebook,
150,Ancient boxing.,https://www.facebook.com/reel/411525782013865/?mibextid=rS40aB7S9Ucbxw6v,Facebook,
150,Ancient boxing.,https://www.facebook.com/reel/1115113176648187/?mibextid=rS40aB7S9Ucbxw6v,Facebook,
150,Ancient boxing.,https://www.facebook.com/reel/549968997669542?mibextid=rS40aB7S9Ucbxw6v,Facebook,
150,Kata mixta super super importante.,https://www.facebook.com/100082295735887/posts/352952120791310/?mibextid=rS40aB7S9Ucbxw6v,Facebook,
